sale_id,product_id,units_sold,revenue,date
41549,2007,76,9816.35,2023-12-09
41550,2009,17,8101.73,2023-09-09
41551,2008,44,9115.27,2023-06-22
41552,2012,84,1595.32,2023-12-28
41553,2006,87,3751.94,2023-03-11
41554,2001,47,2175.48,2023-05-12
41555,2012,54,7765.97,2024-01-15
41556,2011,28,9586.99,2023-07-05
41557,2007,65,4877.81,2023-09-21
41558,2001,7,760.16,2023-05-20
41559,2011,61,3939.45,2023-12-03
41560,2015,75,5764.9,2023-02-28
41561,2019,97,9068.69,2023-05-04
41562,2008,22,7219.66,2023-04-08
41563,2012,96,6415.02,2023-06-13
41564,2001,15,8100.83,2023-05-27
41565,2014,78,5362.19,2023-08-05
41566,2012,16,7106.96,2024-01-07
41567,2015,83,1964.05,2023-01-27
41568,2012,56,5649.89,2023-02-12
41569,2011,96,9179.16,2023-01-17
41570,2005,87,2030.37,2023-05-02
41571,2020,44,810.84,2023-09-30
41572,2015,76,7263.12,2023-12-09
41573,2012,50,5727.93,2023-04-12
41574,2007,5,6671.54,2023-04-23
41575,2004,29,2175.61,2023-10-21
41576,2008,28,8111.98,2023-02-28
41577,2013,9,2086.22,2023-06-30
41578,2016,49,3343.08,2023-08-27
41579,2007,17,6818.99,2023-08-31
41580,2016,58,7698.84,2023-01-02
41581,2018,96,1446.45,2023-07-03
41582,2019,90,9754.78,2023-07-10
41583,2001,67,7396.16,2023-10-23
41584,2002,99,1415.71,2023-03-31
41585,2008,18,3083.11,2023-01-17
41586,2005,15,5480.79,2023-11-07
41587,2003,99,9155.03,2023-09-17
41588,2014,12,3033.8,2024-01-24
41589,2019,40,1479.43,2023-09-28
41590,2007,100,171.54,2023-10-28
41591,2013,10,5169.35,2023-10-12
41592,2015,71,4704.48,2023-05-31
41593,2006,90,2825.38,2023-03-10
41594,2006,69,9317.44,2023-10-29
41595,2004,96,478.99,2023-04-10
41596,2003,10,5160.87,2023-09-22
41597,2012,10,8725.79,2023-06-18
41598,2016,62,4858.87,2023-03-13
41599,2011,44,137.38,2023-07-19
41600,2013,83,524.12,2023-09-15
41601,2003,95,8299.58,2023-06-02
41602,2003,43,549.41,2023-06-21
41603,2004,90,7840.82,2023-10-23
41604,2011,10,7273.77,2023-01-14
41605,2006,86,8285.86,2023-03-29
41606,2017,42,7635.67,2023-09-22
41607,2004,82,6054.71,2023-07-01
41608,2008,47,8336.93,2023-09-13
41609,2020,10,2875.56,2023-10-18
41610,2011,56,7512.31,2023-01-17
41611,2013,5,4086.94,2023-06-04
41612,2001,59,915.06,2023-11-23
41613,2007,55,3900.62,2023-03-25
41614,2014,29,2649.36,2023-05-24
41615,2006,32,5136.35,2023-05-20
41616,2008,91,7957.6,2023-04-19
41617,2009,32,1701.79,2023-06-04
41618,2008,78,2923.58,2023-06-26
41619,2007,42,6506.89,2023-01-04
41620,2017,64,3614.42,2023-04-17
41621,2003,47,9245.73,2023-11-14
41622,2009,86,3036.52,2023-12-08
41623,2011,36,4508.48,2023-07-03
41624,2007,55,1589.68,2023-08-10
41625,2013,48,2465.53,2023-05-14
41626,2008,36,1409.77,2023-03-17
41627,2020,1,2601.8,2023-02-04
41628,2016,59,253.74,2023-05-22
41629,2012,58,5815.4,2023-08-03
41630,2010,55,4052.01,2023-09-05
41631,2019,97,3214.19,2023-12-15
41632,2013,9,7317.39,2023-06-27
41633,2004,13,9888.95,2023-01-25
41634,2003,60,6540.63,2023-06-19
41635,2009,79,7091.99,2023-09-09
41636,2009,22,3971.83,2023-01-17
41637,2009,95,7387.11,2023-02-27
41638,2016,88,4291.37,2023-09-23
41639,2017,25,8204.14,2023-01-03
41640,2018,49,7079.43,2023-12-13
41641,2018,18,324.94,2023-01-27
41642,2016,74,5558.64,2023-01-23
41643,2009,77,7053.38,2023-08-16
41644,2020,96,3109.41,2023-09-04
41645,2009,7,6270.44,2023-06-21
41646,2012,88,3987.79,2023-01-10
41647,2005,63,7011.75,2023-09-18
41648,2009,8,9540.78,2023-12-11
41649,2014,6,8283.21,2023-09-01
41650,2001,94,3858.46,2023-11-09
41651,2004,26,9053.18,2023-08-22
41652,2014,10,3150.29,2023-02-18
41653,2006,90,6401.48,2023-01-31
41654,2020,33,2477.76,2023-01-20
41655,2013,70,3326.47,2023-06-03
41656,2005,24,1790.31,2023-03-11
41657,2001,70,6989.09,2023-02-04
41658,2002,27,1767.96,2023-04-06
41659,2014,38,5528.9,2024-01-08
41660,2006,48,5170.42,2023-10-12
41661,2001,24,6665.8,2023-09-13
41662,2004,26,5308.92,2023-10-11
41663,2008,18,522.39,2023-08-12
41664,2001,21,7931.15,2023-08-06
41665,2019,64,2231.46,2023-12-21
41666,2017,40,8465.8,2023-02-05
41667,2002,14,1769.67,2023-11-26
41668,2006,59,8913.3,2023-08-12
41669,2016,88,9757.12,2024-01-21
41670,2012,24,2326.69,2023-07-05
41671,2014,8,7850.48,2023-05-31
41672,2005,74,8235.41,2023-01-04
41673,2015,56,5241.01,2023-04-21
41674,2020,20,576.28,2023-11-08
41675,2016,88,3746.07,2023-10-05
41676,2003,25,2415.98,2023-12-03
41677,2012,56,7989.01,2023-12-20
41678,2014,4,4879.9,2023-03-09
41679,2004,99,1353.45,2023-01-18
41680,2008,98,8183.27,2023-09-08
41681,2016,11,2730.96,2023-07-09
41682,2001,93,9388.57,2023-07-31
41683,2002,63,2218.05,2023-03-28
41684,2018,33,6183.25,2023-05-22
41685,2014,34,905.66,2023-08-06
41686,2010,15,2207.36,2023-11-10
41687,2018,5,3084.29,2023-02-07
41688,2004,68,7808.53,2023-02-03
41689,2011,23,6961.62,2023-11-06
41690,2007,64,1590.32,2023-08-26
41691,2009,25,5195.74,2023-06-04
41692,2014,60,772.57,2023-04-08
41693,2011,60,3906.9,2023-07-05
41694,2012,44,721.2,2023-12-12
41695,2020,72,2492.41,2023-03-18
41696,2002,40,4134.81,2023-10-15
41697,2019,44,7541.85,2023-08-07
41698,2011,70,723.01,2023-04-30
41699,2011,51,7254.26,2023-08-05
41700,2001,37,9930.94,2023-07-28
41701,2008,25,1599.31,2023-12-02
41702,2009,66,4728.57,2023-05-15
41703,2007,84,5871.94,2024-01-17
41704,2001,56,4678.55,2023-02-26
41705,2007,100,3511.91,2023-04-04
41706,2012,80,9050.74,2023-12-12
41707,2016,9,2659.61,2024-01-10
41708,2016,12,4046.55,2023-07-22
41709,2010,99,1745.6,2023-12-02
41710,2017,7,9801.44,2023-12-07
41711,2011,20,7037.03,2023-05-11
41712,2017,48,6766.42,2023-10-06
41713,2014,4,7314.08,2023-03-11
41714,2013,91,6692.16,2023-02-24
41715,2015,95,6746.47,2023-05-03
41716,2014,47,9308.85,2024-01-27
41717,2001,80,8045.02,2023-02-07
41718,2006,39,9485.02,2023-06-03
41719,2009,40,5568.48,2023-01-17
41720,2016,88,2517.6,2023-09-18
41721,2008,49,3845.28,2023-08-16
41722,2016,11,3526.31,2023-02-04
41723,2008,14,5894.25,2023-01-25
41724,2006,38,6622.14,2023-01-30
41725,2004,90,279.67,2023-11-17
41726,2004,20,4757.45,2023-05-12
41727,2008,58,727.31,2023-01-24
41728,2017,43,9252.42,2023-11-02
41729,2012,20,9348.6,2023-02-27
41730,2011,35,8485.83,2023-11-26
41731,2011,72,9159.4,2023-09-10
41732,2017,46,7211.69,2023-12-07
41733,2010,38,7572.56,2024-01-15
41734,2007,37,7430.55,2023-09-21
41735,2007,54,4579.5,2023-09-05
41736,2013,38,2332.38,2023-02-06
41737,2004,67,1923.14,2023-07-06
41738,2002,14,4712.9,2023-10-26
41739,2003,62,4130.09,2023-04-17
41740,2020,45,5741.33,2023-06-19
41741,2020,55,3084.51,2023-10-28
41742,2008,53,4437.86,2023-06-24
41743,2020,21,3256.24,2023-12-19
41744,2001,68,7544.39,2024-01-27
41745,2012,33,8650.12,2023-01-23
41746,2020,24,4475.71,2024-01-31
41747,2006,61,3817.41,2023-08-28
41748,2018,62,9637.23,2023-05-27
41749,2004,87,5434.42,2023-05-21
41750,2017,72,3338.91,2023-07-25
41751,2006,99,8298.34,2023-02-16
41752,2004,68,4185.08,2023-11-29
41753,2011,54,6804.18,2023-09-26
41754,2004,40,4328.58,2023-10-10
41755,2013,14,6719.97,2024-01-11
41756,2010,92,8952.28,2023-02-02
41757,2006,96,864.22,2023-03-04
41758,2019,56,6828.85,2023-02-01
41759,2010,89,3202.04,2023-09-12
41760,2014,27,742.16,2023-08-19
41761,2019,65,5430.84,2023-03-26
41762,2010,29,6937.64,2023-10-22
41763,2015,63,6337.02,2023-09-23
41764,2007,25,7853.42,2023-09-09
41765,2012,21,1353.39,2023-06-14
41766,2002,91,6841.81,2023-05-26
41767,2001,70,1179.24,2023-06-21
41768,2003,68,2396.29,2023-07-17
41769,2005,78,7258.49,2023-06-17
41770,2005,73,8610.47,2023-01-03
41771,2016,81,8842.49,2023-03-07
41772,2009,44,7498.9,2023-06-08
41773,2016,7,8894.76,2023-04-22
41774,2013,70,1604.23,2023-02-07
41775,2001,56,439.05,2023-03-16
41776,2019,9,5342.74,2023-11-03
41777,2013,62,6757.22,2023-07-31
41778,2017,95,9866.61,2023-01-28
41779,2012,81,601.42,2023-12-10
41780,2001,12,4650.64,2023-03-31
41781,2002,57,2930.33,2023-07-26
41782,2016,60,6254.19,2023-04-12
41783,2010,16,5385.97,2023-10-11
41784,2019,2,9075.98,2023-05-07
41785,2018,22,8277.73,2023-06-30
41786,2009,28,3306.62,2023-07-03
41787,2005,27,1420.33,2023-06-08
41788,2011,40,3288.68,2023-06-27
41789,2016,92,4795.05,2023-04-22
41790,2011,66,2787.31,2023-10-18
41791,2009,100,1357.6,2023-08-05
41792,2012,14,6970.27,2023-10-10
41793,2010,38,2912.33,2023-03-14
41794,2005,3,575.66,2023-06-17
41795,2015,64,3545.72,2023-07-01
41796,2008,91,8924.05,2023-12-26
41797,2006,38,2450.18,2023-06-19
41798,2008,61,3229.86,2023-05-30
41799,2008,95,7514.2,2023-01-26
41800,2013,8,1772.06,2023-12-07
41801,2003,58,1651.53,2023-08-18
41802,2013,18,2261.46,2023-10-10
41803,2015,81,7623.41,2023-07-07
41804,2010,36,4735.16,2023-09-17
41805,2012,62,5810.86,2023-09-25
41806,2002,6,9274.49,2023-07-04
41807,2005,18,7620.03,2023-03-18
41808,2011,37,5592.44,2023-05-26
41809,2020,39,4857.51,2024-01-22
41810,2001,4,1484.11,2023-01-02
41811,2014,68,8783.15,2023-12-29
41812,2018,27,2282.94,2023-10-20
41813,2019,17,1665.37,2023-07-03
41814,2020,91,8459.34,2023-12-28
41815,2016,51,7439.95,2023-02-12
41816,2004,50,8085.87,2023-12-10
41817,2009,14,8242.07,2023-08-10
41818,2016,28,269.81,2023-05-15
41819,2010,60,9733.52,2023-06-30
41820,2013,11,9931.53,2023-06-10
41821,2004,34,1005.1,2023-10-18
41822,2008,3,5397.58,2023-01-25
41823,2019,17,384.8,2023-09-25
41824,2016,48,8708.75,2023-12-05
41825,2017,72,4122.89,2023-06-24
41826,2009,86,271.01,2023-07-31
41827,2015,54,2654.92,2023-07-01
41828,2015,65,2799.96,2023-03-25
41829,2002,53,5833.96,2023-12-26
41830,2005,59,801.33,2023-12-22
41831,2005,89,3395.79,2023-05-11
41832,2013,12,9129.53,2023-12-03
41833,2013,79,8867.06,2023-12-01
41834,2018,79,3120.23,2023-05-20
41835,2006,57,9127.83,2023-01-30
41836,2014,63,3811.23,2023-02-10
41837,2013,78,3828.57,2024-01-29
41838,2001,18,6342.65,2023-05-04
41839,2009,2,1904.77,2023-09-19
41840,2012,2,1542.14,2023-04-08
41841,2001,18,4847.97,2023-02-10
41842,2010,23,9644.45,2024-01-07
41843,2020,65,2355.59,2023-12-03
41844,2002,27,9813.11,2023-12-13
41845,2004,42,6346.8,2023-03-06
41846,2008,68,9087.92,2023-05-08
41847,2003,72,8614.41,2024-01-10
41848,2004,70,2260.0,2023-02-05
41849,2004,78,5833.54,2023-06-20
41850,2018,60,332.35,2023-04-30
41851,2014,33,3384.37,2024-01-02
41852,2016,40,2333.52,2023-03-04
41853,2005,6,923.86,2023-03-31
41854,2020,47,923.48,2024-01-14
41855,2008,1,901.58,2024-01-26
41856,2008,88,536.47,2023-06-11
41857,2010,76,2846.07,2023-09-13
41858,2016,51,7599.06,2023-01-15
41859,2014,33,7549.97,2023-02-10
41860,2006,93,3161.02,2023-11-26
41861,2007,95,2110.32,2023-08-17
41862,2012,63,1889.62,2023-09-05
41863,2006,39,4364.21,2023-05-31
41864,2005,20,4215.79,2023-06-27
41865,2020,24,878.26,2024-01-12
41866,2003,29,8316.2,2023-02-08
41867,2012,69,8159.36,2023-08-12
41868,2008,12,6770.27,2023-08-12
41869,2005,52,4837.86,2023-11-25
41870,2007,62,4650.33,2023-04-19
41871,2019,15,7216.5,2023-06-28
41872,2013,30,9136.69,2023-09-19
41873,2004,52,7779.52,2023-08-14
41874,2017,91,3010.88,2023-06-11
41875,2004,38,4042.84,2023-07-31
41876,2004,62,3490.55,2023-12-11
41877,2006,1,3991.57,2024-01-22
41878,2018,98,2309.58,2023-07-07
41879,2018,66,5739.89,2023-01-25
41880,2007,41,437.63,2023-11-18
41881,2009,21,2858.09,2023-06-19
41882,2009,20,9734.06,2023-03-19
41883,2019,66,3929.82,2023-10-14
41884,2001,72,2881.89,2023-04-08
41885,2020,59,8649.99,2023-01-21
41886,2020,44,3205.8,2023-10-03
41887,2015,74,1001.18,2023-07-20
41888,2014,46,3421.15,2023-11-10
41889,2004,9,3003.82,2023-01-14
41890,2015,88,8872.25,2023-08-09
41891,2017,79,4040.52,2024-01-15
41892,2004,95,1693.61,2023-03-07
41893,2005,35,7389.89,2023-09-04
41894,2014,64,251.5,2023-10-27
41895,2016,92,2050.44,2023-07-29
41896,2001,33,8464.04,2023-07-27
41897,2003,10,9647.01,2023-08-21
41898,2003,34,6430.44,2023-02-16
41899,2017,71,5808.4,2023-08-31
41900,2003,59,7718.95,2023-10-24
41901,2005,53,481.65,2023-11-16
41902,2019,84,2294.42,2023-02-08
41903,2012,94,1631.05,2023-12-20
41904,2012,13,4452.67,2024-01-30
41905,2006,50,2018.73,2023-12-09
41906,2019,97,1269.57,2023-09-20
41907,2010,29,5270.3,2023-10-02
41908,2001,20,5275.83,2023-11-13
41909,2005,58,5911.86,2023-02-24
41910,2006,10,3030.66,2023-04-10
41911,2014,17,6227.71,2024-01-22
41912,2014,26,8107.62,2023-06-02
41913,2016,29,8289.79,2023-06-17
41914,2003,17,4361.46,2023-09-13
41915,2002,10,9564.71,2023-09-24
41916,2001,92,1299.24,2023-05-16
41917,2010,7,5993.25,2023-02-22
41918,2015,86,1224.96,2023-10-21
41919,2012,72,1923.36,2023-03-01
41920,2016,9,3044.41,2023-12-03
41921,2013,50,5850.11,2023-02-16
41922,2008,3,5872.2,2023-02-01
41923,2006,45,8112.44,2023-11-13
41924,2014,60,8366.79,2024-01-02
41925,2013,80,9921.58,2023-01-05
41926,2005,43,2915.3,2023-09-14
41927,2002,32,8921.14,2023-09-14
41928,2014,22,1235.5,2023-05-07
41929,2006,70,9517.82,2023-05-27
41930,2018,35,3696.39,2023-06-17
41931,2008,29,6867.0,2023-04-23
41932,2019,96,9868.56,2023-05-09
41933,2016,59,512.6,2023-07-27
41934,2002,79,4277.28,2023-01-03
41935,2015,64,5436.91,2023-07-17
41936,2002,73,7842.04,2023-01-05
41937,2015,87,1296.46,2023-11-02
41938,2012,1,4728.33,2024-01-18
41939,2009,75,393.61,2023-09-21
41940,2003,11,1644.51,2023-02-20
41941,2018,91,8617.51,2023-10-25
41942,2008,55,5068.45,2023-08-03
41943,2004,84,4424.39,2023-05-29
41944,2001,7,8662.92,2023-04-14
41945,2007,70,9957.58,2024-01-23
41946,2001,66,4486.1,2023-04-14
41947,2001,29,2705.9,2023-08-07
41948,2007,5,8282.73,2023-10-23
41949,2003,31,7364.86,2023-12-16
41950,2009,14,6290.58,2023-10-03
41951,2017,31,9811.48,2023-02-11
41952,2011,18,9701.14,2023-01-02
41953,2009,34,8355.25,2023-07-07
41954,2011,32,5631.54,2023-10-27
41955,2014,76,7884.11,2023-07-02
41956,2013,42,3162.87,2023-11-03
41957,2019,99,4654.55,2023-11-19
41958,2010,61,3574.72,2023-02-27
41959,2007,10,790.75,2023-06-30
41960,2001,74,8080.32,2023-02-24
41961,2011,99,6135.03,2023-01-13
41962,2001,67,4617.97,2023-06-22
41963,2005,88,8222.39,2023-08-08
41964,2005,67,3970.8,2023-05-01
41965,2011,74,3053.63,2023-12-29
41966,2016,52,4488.21,2023-09-30
41967,2007,61,8894.72,2023-10-26
41968,2002,47,2582.01,2023-08-03
41969,2009,32,5982.26,2023-05-24
41970,2017,91,5474.58,2023-12-25
41971,2006,71,2247.46,2023-10-29
41972,2006,86,4812.02,2023-04-16
41973,2020,40,193.51,2023-12-12
41974,2011,55,6807.45,2023-03-27
41975,2001,65,5014.37,2023-08-02
41976,2019,47,3722.34,2024-01-29
41977,2010,76,864.45,2023-03-11
41978,2007,21,4904.45,2024-01-14
41979,2017,67,1512.4,2023-08-12
41980,2020,48,4501.11,2023-07-14
41981,2002,14,9714.47,2023-02-23
41982,2007,56,2021.61,2023-12-29
41983,2019,34,3182.65,2023-11-15
41984,2020,86,829.37,2023-11-13
41985,2011,11,4792.91,2023-07-12
41986,2019,3,8166.8,2023-05-07
41987,2003,73,236.03,2023-11-19
41988,2020,4,2435.61,2023-04-16
41989,2019,15,8219.57,2023-03-19
41990,2019,100,8898.31,2023-02-08
41991,2012,15,1327.07,2023-08-17
41992,2004,78,2759.8,2024-01-21
41993,2014,72,5474.59,2023-08-14
41994,2012,68,2349.6,2023-07-04
41995,2007,86,573.75,2024-01-06
41996,2015,64,6493.78,2023-01-29
41997,2008,31,5050.91,2023-05-24
41998,2011,88,3467.64,2023-02-23
41999,2004,83,833.99,2023-05-28
42000,2002,29,4932.27,2023-11-15
42001,2009,85,2983.55,2023-01-29
42002,2011,72,9633.1,2023-03-29
42003,2016,67,1802.11,2023-04-18
42004,2009,15,4920.12,2023-03-07
42005,2012,89,5568.49,2023-05-01
42006,2019,13,8460.1,2023-10-14
42007,2012,10,4255.84,2023-07-17
42008,2008,35,8929.26,2024-01-04
42009,2016,24,2286.74,2023-10-12
42010,2009,51,1584.95,2023-07-24
42011,2005,44,1846.7,2023-12-08
42012,2006,42,7946.47,2023-08-06
42013,2019,59,7749.69,2023-06-30
42014,2007,42,4732.69,2023-07-19
42015,2007,72,5391.95,2023-04-04
42016,2010,46,3914.04,2023-03-22
42017,2016,44,6475.91,2023-01-01
42018,2006,84,7815.45,2023-06-04
42019,2020,76,5901.82,2023-01-20
42020,2020,8,8997.4,2023-12-12
42021,2002,12,2003.05,2023-06-09
42022,2001,31,9991.0,2023-12-29
42023,2008,84,6151.49,2023-04-28
42024,2008,71,7405.75,2023-12-27
42025,2011,49,7604.33,2023-05-31
42026,2017,56,2247.48,2023-12-16
42027,2017,36,2926.94,2023-12-29
42028,2002,62,7305.42,2023-05-25
42029,2013,50,1243.95,2023-12-22
42030,2004,9,1771.11,2023-04-03
42031,2004,12,4482.65,2023-11-06
42032,2019,80,1593.37,2023-04-29
42033,2006,4,522.37,2023-08-13
42034,2018,88,3012.97,2023-12-08
42035,2008,56,4052.06,2023-06-10
42036,2016,38,3503.48,2023-12-23
42037,2019,55,658.74,2023-02-28
42038,2020,32,988.64,2023-06-12
42039,2016,52,4211.35,2023-08-19
42040,2010,8,5140.26,2023-08-19
42041,2019,42,4416.83,2023-03-31
42042,2007,51,9085.92,2024-01-10
42043,2002,84,3763.38,2023-04-26
42044,2019,17,3744.25,2023-01-04
42045,2012,29,8424.98,2023-06-10
42046,2010,57,8934.38,2023-12-16
42047,2005,26,4492.52,2023-03-04
42048,2016,37,808.99,2023-11-16
42049,2006,15,1492.58,2023-03-06
42050,2017,70,4124.5,2024-01-29
42051,2003,98,7979.61,2023-05-27
42052,2005,46,7008.07,2024-01-08
42053,2003,60,3612.37,2023-11-22
42054,2017,96,6314.71,2023-06-24
42055,2015,64,5452.39,2023-08-21
42056,2012,41,2948.1,2023-01-17
42057,2020,63,8098.06,2023-08-24
42058,2017,80,814.88,2023-03-03
42059,2007,4,1463.62,2023-03-19
42060,2004,89,2247.53,2023-07-26
42061,2020,42,9006.25,2023-02-22
42062,2003,10,952.56,2023-10-21
42063,2010,63,5687.8,2023-04-27
42064,2003,34,5132.54,2023-01-06
42065,2018,23,6748.92,2023-09-21
42066,2012,67,1234.31,2023-02-13
42067,2016,18,7603.87,2023-12-22
42068,2010,85,6593.43,2023-04-17
42069,2014,22,5745.38,2023-01-07
42070,2001,85,5293.83,2023-06-27
42071,2018,27,4409.06,2023-04-26
42072,2019,74,5414.48,2024-01-22
42073,2015,92,746.43,2023-10-08
42074,2003,61,1191.19,2023-05-12
42075,2007,96,7951.55,2023-07-24
42076,2019,83,2451.91,2023-02-01
42077,2015,66,4827.31,2023-07-13
42078,2011,76,5253.21,2023-03-19
42079,2003,64,1776.85,2023-04-03
42080,2017,28,9721.32,2023-10-04
42081,2016,21,8886.83,2023-04-03
42082,2007,99,3660.34,2023-06-09
42083,2013,28,402.62,2023-03-20
42084,2002,98,1767.66,2023-12-02
42085,2009,55,4753.36,2023-07-09
42086,2010,82,9852.65,2023-03-31
42087,2007,96,9570.72,2023-11-04
42088,2007,90,5388.79,2023-03-29
42089,2019,90,8292.98,2023-02-15
42090,2016,58,8941.94,2023-03-28
42091,2013,84,8232.79,2023-01-10
42092,2006,99,3543.78,2023-05-31
42093,2003,81,2444.62,2023-10-23
42094,2012,13,7734.17,2023-06-13
42095,2015,21,5722.97,2023-08-10
42096,2007,100,9631.8,2023-02-10
42097,2003,3,3595.79,2023-10-04
42098,2008,81,1422.48,2023-02-26
42099,2008,74,3284.21,2024-01-24
42100,2003,57,7217.66,2023-11-16
42101,2004,34,1383.29,2023-12-29
42102,2020,75,9127.48,2023-11-16
42103,2002,78,8685.51,2023-03-03
42104,2016,72,6076.34,2023-02-10
42105,2011,68,4437.38,2023-03-23
42106,2014,57,2863.86,2023-06-08
42107,2013,19,1441.2,2023-08-25
42108,2019,34,546.64,2023-05-05
42109,2008,75,8133.04,2023-10-12
42110,2017,35,2424.38,2023-01-20
42111,2002,52,5049.13,2023-11-26
42112,2015,44,4563.85,2023-09-26
42113,2007,49,1703.3,2023-02-19
42114,2001,55,9613.4,2024-01-07
42115,2020,14,5363.52,2024-01-12
42116,2017,84,7637.77,2023-05-22
42117,2014,87,4782.61,2023-03-29
42118,2015,97,2220.35,2023-07-25
42119,2019,72,5151.05,2023-03-01
42120,2020,71,8761.42,2023-09-11
42121,2007,78,9465.49,2023-09-06
42122,2001,81,5824.25,2023-05-23
42123,2013,52,405.77,2023-11-06
42124,2013,22,6196.5,2023-03-18
42125,2009,28,4189.76,2023-06-04
42126,2017,34,4348.42,2023-09-25
42127,2020,57,8840.17,2023-11-19
42128,2007,5,7924.08,2023-05-09
42129,2012,68,9441.37,2023-05-09
42130,2005,34,4057.26,2023-01-13
42131,2017,93,8236.66,2023-05-02
42132,2003,54,9620.09,2023-11-23
42133,2006,9,756.9,2023-04-17
42134,2003,56,8024.88,2023-11-02
42135,2008,57,8802.7,2023-09-19
42136,2020,91,8157.78,2023-07-12
42137,2016,13,7024.98,2023-07-23
42138,2003,40,9630.19,2023-10-05
42139,2012,95,5691.49,2023-05-04
42140,2018,4,8370.71,2023-05-09
42141,2018,34,4399.09,2023-08-08
42142,2017,66,8056.05,2023-01-27
42143,2015,55,3298.92,2024-01-01
42144,2018,20,4476.2,2023-12-12
42145,2006,40,5636.6,2023-01-03
42146,2001,36,8559.14,2024-01-11
42147,2020,84,104.28,2023-06-09
42148,2018,80,509.92,2023-02-10
42149,2007,47,6161.51,2023-05-10
42150,2002,49,6976.02,2023-12-27
42151,2009,46,3028.68,2023-01-06
42152,2019,75,561.79,2023-02-07
42153,2003,18,5847.03,2023-05-09
42154,2017,58,9743.17,2023-06-10
42155,2011,57,5960.7,2023-06-10
42156,2009,74,2155.03,2023-10-19
42157,2004,70,2608.84,2023-03-29
42158,2017,65,4696.54,2023-06-28
42159,2008,25,3561.96,2023-07-25
42160,2007,58,4810.3,2024-01-25
42161,2014,33,546.49,2023-02-01
42162,2007,32,2805.05,2023-12-07
42163,2002,99,4350.91,2023-12-23
42164,2015,18,6052.3,2024-01-23
42165,2005,25,681.25,2023-05-15
42166,2008,84,5413.65,2023-10-20
42167,2008,95,279.11,2023-03-07
42168,2005,81,9851.97,2023-05-22
42169,2002,39,5820.33,2023-12-31
42170,2009,96,372.59,2023-06-05
42171,2017,73,1225.13,2023-11-01
42172,2017,48,7463.19,2023-12-18
42173,2019,92,2179.27,2023-12-02
42174,2020,77,959.03,2024-01-21
42175,2011,69,1507.91,2023-12-25
42176,2008,55,5307.92,2023-12-11
42177,2005,23,9952.92,2023-11-24
42178,2012,98,3848.77,2023-07-18
42179,2012,99,9139.45,2023-03-25
42180,2019,98,2912.75,2023-11-29
42181,2012,60,5842.34,2023-05-14
42182,2009,66,2797.38,2023-08-25
42183,2008,83,3866.61,2023-03-10
42184,2020,97,4609.49,2024-01-01
42185,2014,98,4457.12,2023-12-24
42186,2019,95,6818.41,2023-09-19
42187,2007,73,4328.25,2023-05-14
42188,2017,86,4393.68,2023-07-14
42189,2013,89,444.58,2023-09-18
42190,2012,86,2011.27,2023-07-11
42191,2008,98,5391.82,2024-01-09
42192,2020,90,1959.94,2023-01-12
42193,2005,87,3012.76,2024-01-15
42194,2015,84,3327.78,2023-07-20
42195,2007,77,9683.68,2023-01-30
42196,2004,64,1286.08,2023-04-25
42197,2018,6,7101.97,2023-12-26
42198,2014,14,1748.09,2023-06-05
42199,2013,95,728.37,2023-07-18
42200,2016,95,2615.25,2023-12-09
42201,2008,98,3849.52,2024-01-13
42202,2018,41,367.42,2023-03-07
42203,2016,48,1196.35,2023-04-12
42204,2002,71,4308.74,2023-06-22
42205,2006,76,2197.99,2023-09-25
42206,2002,7,6490.62,2023-04-08
42207,2018,92,2593.47,2023-11-08
42208,2004,27,3818.5,2023-05-01
42209,2003,48,3538.42,2023-09-27
42210,2009,2,1876.74,2023-08-25
42211,2015,66,4471.97,2023-11-02
42212,2018,1,2082.4,2023-01-13
42213,2004,19,227.56,2023-07-03
42214,2013,78,6900.8,2023-05-13
42215,2020,70,7558.19,2023-07-10
42216,2014,67,7441.87,2023-12-01
42217,2011,14,4600.23,2023-05-28
42218,2006,84,4288.27,2023-11-20
42219,2002,83,2378.56,2023-09-16
42220,2015,79,5943.33,2023-01-19
42221,2007,44,3966.29,2023-12-14
42222,2016,41,5857.04,2024-01-08
42223,2010,14,2365.97,2023-12-04
42224,2014,28,7794.59,2023-10-08
42225,2003,40,4838.7,2023-04-30
42226,2009,93,7987.68,2023-01-21
42227,2020,71,9662.8,2023-10-31
42228,2003,72,2208.93,2023-02-25
42229,2006,70,4995.24,2023-10-18
42230,2003,49,3667.7,2023-02-08
42231,2011,81,3297.91,2023-04-23
42232,2013,24,6758.88,2023-03-14
42233,2017,13,5358.15,2023-02-28
42234,2019,43,7671.28,2023-12-09
42235,2016,78,8068.55,2023-06-02
42236,2011,94,5836.61,2023-08-19
42237,2012,34,3294.62,2023-11-07
42238,2012,83,9154.02,2023-02-08
42239,2014,20,8038.0,2023-10-31
42240,2015,22,1837.14,2023-11-11
42241,2013,63,114.11,2023-06-01
42242,2010,97,3140.24,2023-05-10
42243,2013,65,2428.35,2023-03-03
42244,2019,66,7890.07,2024-01-17
42245,2012,35,6503.4,2023-01-31
42246,2015,27,5428.76,2023-11-22
42247,2018,24,5064.89,2023-07-14
42248,2009,45,3008.6,2023-11-16
42249,2015,84,4559.52,2023-10-27
42250,2020,64,4252.02,2023-12-30
